1.156884248191096011e-02,6.539685971247170826e-02,1.815859980813098740e-01,2.508922195013435497e-01,5.441487896681455189e-02,5.959410606284310657e-02,1.238785491053143867e-01,1.131349343243919364e-01,3.475029233591701572e-01,3.499987380111198032e+00,1.606434061497278298e-01,1.099476534647206988e-01,1.115346353320887524e-01,8.281357816015746387e-01,9.978245815582068579e-01,7.250441864325245754e-03,1.927151404301549742e-02,3.900751752459234722e-03,2.574368294616954156e+00,3.733636066659606900e+00,2.707065626589298946e-01,4.435994074036566648e-01,6.998420227555339490e-02,9.201271044548604838e-02,9.992815522971297548e-02,1.779149024742992732e-02,1.137016360371731656e-02,1.124553650073543097e-02,1.156884248191096011e-02
6.539685971247170826e-02,1.156884248191096011e-02,1.815859980813098740e-01,2.508922195013435497e-01,5.441487896681455189e-02,5.959410606284310657e-02,1.238785491053143867e-01,1.131349343243919364e-01,3.475029233591701572e-01,3.499987380111198032e+00,1.606434061497278298e-01,1.099476534647206988e-01,1.115346353320887524e-01,8.281357816015746387e-01,9.978245815582068579e-01,7.250441864325245754e-03,1.927151404301549742e-02,3.900751752459234722e-03,2.574368294616954156e+00,3.733636066659606900e+00,2.707065626589298946e-01,4.435994074036566648e-01,6.998420227555339490e-02,9.201271044548604838e-02,9.992815522971297548e-02,1.779149024742992732e-02,1.137016360371731656e-02,1.124553650073543097e-02,1.156884248191096011e-02
1.815859980813098740e-01,1.815859980813098740e-01,1.156884248191096011e-02,2.508922195013435497e-01,5.441487896681455189e-02,5.959410606284310657e-02,1.238785491053143867e-01,1.131349343243919364e-01,3.475029233591701572e-01,3.499987380111198032e+00,1.606434061497278298e-01,1.099476534647206988e-01,1.115346353320887524e-01,8.281357816015746387e-01,9.978245815582068579e-01,7.250441864325245754e-03,1.927151404301549742e-02,3.900751752459234722e-03,2.574368294616954156e+00,3.733636066659606900e+00,2.707065626589298946e-01,4.435994074036566648e-01,6.998420227555339490e-02,9.201271044548604838e-02,9.992815522971297548e-02,1.779149024742992732e-02,1.137016360371731656e-02,1.124553650073543097e-02,1.156884248191096011e-02
2.508922195013435497e-01,2.508922195013435497e-01,2.508922195013435497e-01,1.156884248191096011e-02,5.441487896681455189e-02,5.959410606284310657e-02,1.238785491053143867e-01,1.131349343243919364e-01,3.475029233591701572e-01,3.499987380111198032e+00,1.606434061497278298e-01,1.099476534647206988e-01,1.115346353320887524e-01,8.281357816015746387e-01,9.978245815582068579e-01,7.250441864325245754e-03,1.927151404301549742e-02,3.900751752459234722e-03,2.574368294616954156e+00,3.733636066659606900e+00,2.707065626589298946e-01,4.435994074036566648e-01,6.998420227555339490e-02,9.201271044548604838e-02,9.992815522971297548e-02,1.779149024742992732e-02,1.137016360371731656e-02,1.124553650073543097e-02,1.156884248191096011e-02
5.441487896681455189e-02,5.441487896681455189e-02,5.441487896681455189e-02,5.441487896681455189e-02,1.156884248191096011e-02,5.959410606284310657e-02,1.238785491053143867e-01,1.131349343243919364e-01,3.475029233591701572e-01,3.499987380111198032e+00,1.606434061497278298e-01,1.099476534647206988e-01,1.115346353320887524e-01,8.281357816015746387e-01,9.978245815582068579e-01,7.250441864325245754e-03,1.927151404301549742e-02,3.900751752459234722e-03,2.574368294616954156e+00,3.733636066659606900e+00,2.707065626589298946e-01,4.435994074036566648e-01,6.998420227555339490e-02,9.201271044548604838e-02,9.992815522971297548e-02,1.779149024742992732e-02,1.137016360371731656e-02,1.124553650073543097e-02,1.156884248191096011e-02
5.959410606284310657e-02,5.959410606284310657e-02,5.959410606284310657e-02,5.959410606284310657e-02,5.959410606284310657e-02,1.156884248191096011e-02,1.238785491053143867e-01,1.131349343243919364e-01,3.475029233591701572e-01,3.499987380111198032e+00,1.606434061497278298e-01,1.099476534647206988e-01,1.115346353320887524e-01,8.281357816015746387e-01,9.978245815582068579e-01,7.250441864325245754e-03,1.927151404301549742e-02,3.900751752459234722e-03,2.574368294616954156e+00,3.733636066659606900e+00,2.707065626589298946e-01,4.435994074036566648e-01,6.998420227555339490e-02,9.201271044548604838e-02,9.992815522971297548e-02,1.779149024742992732e-02,1.137016360371731656e-02,1.124553650073543097e-02,1.156884248191096011e-02
1.238785491053143867e-01,1.238785491053143867e-01,1.238785491053143867e-01,1.238785491053143867e-01,1.238785491053143867e-01,1.238785491053143867e-01,1.156884248191096011e-02,1.131349343243919364e-01,3.475029233591701572e-01,3.499987380111198032e+00,1.606434061497278298e-01,1.099476534647206988e-01,1.115346353320887524e-01,8.281357816015746387e-01,9.978245815582068579e-01,7.250441864325245754e-03,1.927151404301549742e-02,3.900751752459234722e-03,2.574368294616954156e+00,3.733636066659606900e+00,2.707065626589298946e-01,4.435994074036566648e-01,6.998420227555339490e-02,9.201271044548604838e-02,9.992815522971297548e-02,1.779149024742992732e-02,1.137016360371731656e-02,1.124553650073543097e-02,1.156884248191096011e-02
1.131349343243919364e-01,1.131349343243919364e-01,1.131349343243919364e-01,1.131349343243919364e-01,1.131349343243919364e-01,1.131349343243919364e-01,1.131349343243919364e-01,1.156884248191096011e-02,3.475029233591701572e-01,3.499987380111198032e+00,1.606434061497278298e-01,1.099476534647206988e-01,1.115346353320887524e-01,8.281357816015746387e-01,9.978245815582068579e-01,7.250441864325245754e-03,1.927151404301549742e-02,3.900751752459234722e-03,2.574368294616954156e+00,3.733636066659606900e+00,2.707065626589298946e-01,4.435994074036566648e-01,6.998420227555339490e-02,9.201271044548604838e-02,9.992815522971297548e-02,1.779149024742992732e-02,1.137016360371731656e-02,1.124553650073543097e-02,1.156884248191096011e-02
3.475029233591701572e-01,3.475029233591701572e-01,3.475029233591701572e-01,3.475029233591701572e-01,3.475029233591701572e-01,3.475029233591701572e-01,3.475029233591701572e-01,3.475029233591701572e-01,1.156884248191096011e-02,3.499987380111198032e+00,1.606434061497278298e-01,1.099476534647206988e-01,1.115346353320887524e-01,8.281357816015746387e-01,9.978245815582068579e-01,7.250441864325245754e-03,1.927151404301549742e-02,3.900751752459234722e-03,2.574368294616954156e+00,3.733636066659606900e+00,2.707065626589298946e-01,4.435994074036566648e-01,6.998420227555339490e-02,9.201271044548604838e-02,9.992815522971297548e-02,1.779149024742992732e-02,1.137016360371731656e-02,1.124553650073543097e-02,1.156884248191096011e-02
3.499987380111198032e+00,3.499987380111198032e+00,3.499987380111198032e+00,3.499987380111198032e+00,3.499987380111198032e+00,3.499987380111198032e+00,3.499987380111198032e+00,3.499987380111198032e+00,3.499987380111198032e+00,1.156884248191096011e-02,1.606434061497278298e-01,1.099476534647206988e-01,1.115346353320887524e-01,8.281357816015746387e-01,9.978245815582068579e-01,7.250441864325245754e-03,1.927151404301549742e-02,3.900751752459234722e-03,2.574368294616954156e+00,3.733636066659606900e+00,2.707065626589298946e-01,4.435994074036566648e-01,6.998420227555339490e-02,9.201271044548604838e-02,9.992815522971297548e-02,1.779149024742992732e-02,1.137016360371731656e-02,1.124553650073543097e-02,1.156884248191096011e-02
